,id,type,attributes.channel,attributes.completedAt,attributes.createdAt,attributes.firstEnterQueueAt,attributes.hasSkills,attributes.itemSize,attributes.modifiedAt,attributes.paused,attributes.priority,attributes.queuedCount,attributes.resourceCreatedAt,attributes.resourceDirection,attributes.resourceFirstAssignTime,attributes.resourceFirstQueueTime,attributes.resourceFirstRouteTime,attributes.resourceRev,attributes.resourceType,attributes.rev,attributes.skills,attributes.status,attributes.updatedAt,attributes.workItemNumber,links.self,attributes.firstRoutedResponse.businessTime,attributes.firstRoutedResponse.createdAt,attributes.firstRoutedResponse.id,attributes.firstRoutedResponse.time,attributes.handle.businessTime,attributes.handle.completedAt,attributes.handle.time,attributes.ivr.businessTime,attributes.ivr.time,attributes.lastRevision.acceptedAt,attributes.lastRevision.enteredQueueAt,attributes.lastRevision.queueBusinessTime,attributes.lastRevision.queueTime,attributes.lastRevision.routedAt,attributes.resource.id,attributes.resource.lastMessageUnrespondedToSentAt,attributes.resource.priority,attributes.resource.status,attributes.wrapUp.businessTime,attributes.wrapUp.enteredAt,attributes.wrapUp.time,attributes.resource.sla.breachAt,relationships.acceptedBy.data.id,relationships.acceptedBy.data.type,relationships.acceptedBy.links.self,relationships.assignedTo.data.id,relationships.assignedTo.data.type,relationships.assignedTo.links.self,relationships.lastRevision.data.id,relationships.lastRevision.data.type,relationships.modifiedBy.data.id,relationships.modifiedBy.data.type,relationships.modifiedBy.links.self,relationships.org.data.id,relationships.org.data.type,relationships.org.links.self,relationships.queue.data.id,relationships.queue.data.type,relationships.queue.links.self,relationships.resource.data.id,relationships.resource.data.type,relationships.routedTo.data.id,relationships.routedTo.data.type,relationships.routedTo.links.self,relationships.routedToSession.data.id,relationships.routedToSession.data.type,relationships.routedToSession.links.self,relationships.rule.data.id,relationships.rule.data.type,relationships.rule.links.self,relationships.team.data.id,relationships.team.data.type,relationships.team.links.self,relationships.workSession.data.id,relationships.workSession.data.type,relationships.workSession.links.self
40,64386d20eddb1bee09ec0f5b,work_item,chat,2023-04-13T21:09:05.210Z,2023-04-13T20:59:12.894Z,2023-04-13T20:59:13.188Z,False,1,2023-04-13T20:59:14.320Z,False,1,1,2023-04-13T20:59:11.622Z,in,2698.0,1566.0,1790.0,25,conversation,6,,completed,2023-04-13T21:09:05.210Z,1,/v1/routing/work-items/64386d20eddb1bee09ec0f5b,71424.0,2023-04-13T21:00:25.744Z,64386d57a0e1db311368b4d2,71424.0,590890,2023-04-13T21:09:05.210Z,590890,0.0,0.0,2023-04-13T20:59:14.320Z,2023-04-13T20:59:13.188Z,224.0,224.0,2023-04-13T20:59:13.412Z,64386d1fd520fd835d5b9564,2023-04-13T20:59:11.591Z,3,open,,,,,628555044feb7c21f49011b9,user,/v1/users/628555044feb7c21f49011b9,628555044feb7c21f49011b9,user,/v1/users/628555044feb7c21f49011b9,64386d20eddb1b08a5ec0f5c,work_item_revision,628555044feb7c21f49011b9,user,/v1/users/628555044feb7c21f49011b9,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,60214d41909957001a2ccfa1,queue,/v1/routing/queues/60214d41909957001a2ccfa1,64386d1fd520fd835d5b9564,conversation,628555044feb7c21f49011b9,user,/v1/users/628555044feb7c21f49011b9,643808dab8b8d391f96b8e9a,work_session,/v1/routing/work-sessions/643808dab8b8d391f96b8e9a,60214d5b2819dc001bda0223,queue-rule,/v1/routing/queue-rules/60214d5b2819dc001bda0223,62042f756e39c33c269f724a,team,/v1/teams/62042f756e39c33c269f724a,643808dab8b8d391f96b8e9a,work_session,/v1/routing/work-sessions/643808dab8b8d391f96b8e9a
41,64386adc0607b71b478a8e92,work_item,voice,2023-04-13T21:08:56.457Z,2023-04-13T20:49:32.804Z,2023-04-13T20:49:33.150Z,False,1,2023-04-13T20:49:32.810Z,False,5,1,2023-04-13T20:49:31.452Z,in,,1698.0,,13,conversation,4,,completed,2023-04-13T21:08:56.457Z,1,/v1/routing/work-items/64386adc0607b71b478a8e92,,,,,1055725,2023-04-13T21:08:56.457Z,1055725,0.0,0.0,2023-04-13T20:51:20.732Z,2023-04-13T20:49:33.150Z,107582.0,107582.0,,64386adb575be4d7fdf50aa3,2023-04-13T20:49:31.129Z,3,open,,,,,637808b060714e7226f48ef0,user,/v1/users/637808b060714e7226f48ef0,637808b060714e7226f48ef0,user,/v1/users/637808b060714e7226f48ef0,64386adc0607b732978a8e93,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386adb575be4d7fdf50aa3,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,5ffde0fa457cefe8874aa6eb,team,/v1/teams/5ffde0fa457cefe8874aa6eb,6438086e4ba8b6303b9419fd,work_session,/v1/routing/work-sessions/6438086e4ba8b6303b9419fd
42,64386dbfb4b7164f2419faa4,work_item,chat,2023-04-13T21:07:06.473Z,2023-04-13T21:01:51.734Z,2023-04-13T21:01:52.070Z,False,1,2023-04-13T21:01:53.283Z,False,1,1,2023-04-13T21:01:50.580Z,in,2703.0,1490.0,1693.0,16,conversation,6,,completed,2023-04-13T21:07:06.473Z,1,/v1/routing/work-items/64386dbfb4b7164f2419faa4,60749.0,2023-04-13T21:02:54.032Z,64386ddfeaa4750011fc4546,60749.0,313190,2023-04-13T21:07:06.473Z,313190,0.0,0.0,2023-04-13T21:01:53.283Z,2023-04-13T21:01:52.070Z,203.0,203.0,2023-04-13T21:01:52.273Z,64386dbe3055f6c4b0f4fd34,2023-04-13T21:01:50.547Z,3,open,,,,,628554403c87ddaa75be37ac,user,/v1/users/628554403c87ddaa75be37ac,628554403c87ddaa75be37ac,user,/v1/users/628554403c87ddaa75be37ac,64386dbfb4b716dbdc19faa5,work_item_revision,628554403c87ddaa75be37ac,user,/v1/users/628554403c87ddaa75be37ac,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,60214d41909957001a2ccfa1,queue,/v1/routing/queues/60214d41909957001a2ccfa1,64386dbe3055f6c4b0f4fd34,conversation,628554403c87ddaa75be37ac,user,/v1/users/628554403c87ddaa75be37ac,6438089d9f08ef545680f940,work_session,/v1/routing/work-sessions/6438089d9f08ef545680f940,60214d5b2819dc001bda0223,queue-rule,/v1/routing/queue-rules/60214d5b2819dc001bda0223,62042f756e39c33c269f724a,team,/v1/teams/62042f756e39c33c269f724a,6438089d9f08ef545680f940,work_session,/v1/routing/work-sessions/6438089d9f08ef545680f940
43,6437cfe513415138b9b70eed,work_item,email,2023-04-13T21:07:02.252Z,2023-04-13T09:48:21.758Z,2023-04-13T09:48:21.993Z,False,1,2023-04-13T20:58:07.994Z,False,1,1,2023-04-13T09:48:20.508Z,in,40187486.0,1485.0,40186036.0,13,conversation,5,,completed,2023-04-13T21:07:02.252Z,1,/v1/routing/work-items/6437cfe513415138b9b70eed,,,,,534258,2023-04-13T21:07:02.252Z,534258,0.0,0.0,2023-04-13T20:58:07.994Z,2023-04-13T09:48:21.993Z,28664551.0,40184551.0,2023-04-13T20:58:06.544Z,6437cfe4868d1ab62c43641a,2023-04-13T09:48:20.624Z,2,open,,,,,628552806a7a22521e23ff0c,user,/v1/users/628552806a7a22521e23ff0c,628552806a7a22521e23ff0c,user,/v1/users/628552806a7a22521e23ff0c,6437cfe5134151b577b70eee,work_item_revision,628552806a7a22521e23ff0c,user,/v1/users/628552806a7a22521e23ff0c,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,5fedee85dfe5ce001a76a36e,queue,/v1/routing/queues/5fedee85dfe5ce001a76a36e,6437cfe4868d1ab62c43641a,conversation,628552806a7a22521e23ff0c,user,/v1/users/628552806a7a22521e23ff0c,6437fd1837b1a7b68a33408d,work_session,/v1/routing/work-sessions/6437fd1837b1a7b68a33408d,,,,62b0bb809e08d9f129c18bee,team,/v1/teams/62b0bb809e08d9f129c18bee,6437fd1837b1a7b68a33408d,work_session,/v1/routing/work-sessions/6437fd1837b1a7b68a33408d
44,64386d6e41c3ee0313348fc4,work_item,voice,2023-04-13T21:06:57.840Z,2023-04-13T21:00:30.805Z,2023-04-13T21:00:31.299Z,False,1,2023-04-13T21:00:30.810Z,False,5,1,2023-04-13T21:00:28.940Z,in,,2359.0,,13,conversation,4,,completed,2023-04-13T21:06:57.840Z,1,/v1/routing/work-items/64386d6e41c3ee0313348fc4,,,,,325185,2023-04-13T21:06:57.840Z,325185,0.0,0.0,2023-04-13T21:01:32.655Z,2023-04-13T21:00:31.299Z,61356.0,61356.0,,64386d6c41ec711a3328a273,2023-04-13T21:00:28.613Z,3,open,,,,,640a0c44824a4dd7b6dbb100,user,/v1/users/640a0c44824a4dd7b6dbb100,640a0c44824a4dd7b6dbb100,user,/v1/users/640a0c44824a4dd7b6dbb100,64386d6e41c3eecc6f348fc5,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386d6c41ec711a3328a273,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,5ffde0fa457cefe8874aa6eb,team,/v1/teams/5ffde0fa457cefe8874aa6eb,6437fc43dd3e29a4d64c57cd,work_session,/v1/routing/work-sessions/6437fc43dd3e29a4d64c57cd
45,64386d07dca6cc651ebb6a01,work_item,voice,2023-04-13T21:06:55.143Z,2023-04-13T20:58:47.587Z,2023-04-13T20:58:47.965Z,False,1,2023-04-13T20:58:47.593Z,False,5,1,2023-04-13T20:58:46.534Z,in,,1431.0,,12,conversation,4,,completed,2023-04-13T21:06:55.143Z,1,/v1/routing/work-items/64386d07dca6cc651ebb6a01,,,,,423033,2023-04-13T21:06:55.143Z,423033,0.0,0.0,2023-04-13T20:59:52.110Z,2023-04-13T20:58:47.965Z,64145.0,64145.0,,64386d0692203417b4db6a92,2023-04-13T20:58:46.110Z,3,open,,,,,63bc3200540df68c7703c446,user,/v1/users/63bc3200540df68c7703c446,63bc3200540df68c7703c446,user,/v1/users/63bc3200540df68c7703c446,64386d07dca6ccdc7cbb6a02,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386d0692203417b4db6a92,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,,,,,,
46,64386e025399cd0994191533,work_item,chat,2023-04-13T21:06:53.935Z,2023-04-13T21:02:58.561Z,2023-04-13T21:02:58.871Z,False,1,2023-04-13T21:03:00.187Z,False,1,1,2023-04-13T21:02:57.241Z,in,2946.0,1630.0,1892.0,16,conversation,6,,completed,2023-04-13T21:06:53.935Z,1,/v1/routing/work-items/64386e025399cd0994191533,69726.0,2023-04-13T21:04:09.913Z,64386e29b2c43a1b7349a428,69726.0,233748,2023-04-13T21:06:53.935Z,233748,0.0,0.0,2023-04-13T21:03:00.187Z,2023-04-13T21:02:58.871Z,262.0,262.0,2023-04-13T21:02:59.133Z,64386e000d2554898c26058c,2023-04-13T21:02:57.197Z,3,open,,,,,62a8b7a12a2a57472a289365,user,/v1/users/62a8b7a12a2a57472a289365,62a8b7a12a2a57472a289365,user,/v1/users/62a8b7a12a2a57472a289365,64386e025399cd631d191534,work_item_revision,62a8b7a12a2a57472a289365,user,/v1/users/62a8b7a12a2a57472a289365,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,60214d41909957001a2ccfa1,queue,/v1/routing/queues/60214d41909957001a2ccfa1,64386e000d2554898c26058c,conversation,62a8b7a12a2a57472a289365,user,/v1/users/62a8b7a12a2a57472a289365,6437fca8105b5d623294432a,work_session,/v1/routing/work-sessions/6437fca8105b5d623294432a,60214d5b2819dc001bda0223,queue-rule,/v1/routing/queue-rules/60214d5b2819dc001bda0223,62042f756e39c33c269f724a,team,/v1/teams/62042f756e39c33c269f724a,6437fca8105b5d623294432a,work_session,/v1/routing/work-sessions/6437fca8105b5d623294432a
47,64386b3dab92ec15148a78ea,work_item,voice,2023-04-13T21:06:39.410Z,2023-04-13T20:51:09.106Z,2023-04-13T20:51:09.347Z,False,1,2023-04-13T20:51:09.114Z,False,5,1,2023-04-13T20:51:07.848Z,in,,1499.0,,14,conversation,4,,completed,2023-04-13T21:06:39.410Z,1,/v1/routing/work-items/64386b3dab92ec15148a78ea,,,,,853984,2023-04-13T21:06:39.410Z,853984,0.0,0.0,2023-04-13T20:52:25.426Z,2023-04-13T20:51:09.347Z,76079.0,76079.0,,64386b3bdbba702881b1822e,2023-04-13T20:51:07.419Z,3,open,,,,,640a0c494829312f460ced82,user,/v1/users/640a0c494829312f460ced82,640a0c494829312f460ced82,user,/v1/users/640a0c494829312f460ced82,64386b3dab92ece5e08a78eb,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386b3bdbba702881b1822e,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,,,,,,
48,6437956e43b292743841a41d,work_item,email,2023-04-13T21:06:36.636Z,2023-04-13T05:38:54.126Z,2023-04-13T05:38:54.460Z,False,1,2023-04-13T20:19:14.850Z,False,1,1,2023-04-13T05:38:52.979Z,in,52821871.0,1481.0,52820882.0,12,conversation,5,,completed,2023-04-13T21:06:36.636Z,1,/v1/routing/work-items/6437956e43b292743841a41d,,,,,2841786,2023-04-13T21:06:36.636Z,2841786,0.0,0.0,2023-04-13T20:19:14.850Z,2023-04-13T05:38:54.460Z,26299401.0,52819401.0,2023-04-13T20:19:13.861Z,6437956c913d249b871cd25b,2023-04-13T05:38:39.000Z,3,open,,,,2023-04-14T14:00:00.000Z,62855369a0ab6cb58b4d3615,user,/v1/users/62855369a0ab6cb58b4d3615,62855369a0ab6cb58b4d3615,user,/v1/users/62855369a0ab6cb58b4d3615,6437956e43b29220ec41a41e,work_item_revision,62855369a0ab6cb58b4d3615,user,/v1/users/62855369a0ab6cb58b4d3615,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,5fedee85dfe5ce001a76a36e,queue,/v1/routing/queues/5fedee85dfe5ce001a76a36e,6437956c913d249b871cd25b,conversation,62855369a0ab6cb58b4d3615,user,/v1/users/62855369a0ab6cb58b4d3615,6437fc7678d0367672ba4752,work_session,/v1/routing/work-sessions/6437fc7678d0367672ba4752,,,,62b0bb809e08d9f129c18bee,team,/v1/teams/62b0bb809e08d9f129c18bee,6437fc7678d0367672ba4752,work_session,/v1/routing/work-sessions/6437fc7678d0367672ba4752
49,64386cffd1671a31871c3aff,work_item,email,2023-04-13T21:05:24.650Z,2023-04-13T20:58:39.969Z,2023-04-13T20:58:40.303Z,False,1,2023-04-13T20:58:39.975Z,False,1,1,2023-04-13T20:58:38.098Z,in,,2205.0,,14,conversation,4,,completed,2023-04-13T21:05:24.650Z,1,/v1/routing/work-items/64386cffd1671a31871c3aff,,,,,327036,2023-04-13T21:05:24.650Z,327036,0.0,0.0,2023-04-13T20:59:57.614Z,2023-04-13T20:58:40.303Z,77311.0,77311.0,,64386cfe75d2415bbea48ff0,2023-04-13T20:58:38.202Z,2,open,,,,,6217eb36e81f58ddd0b52ede,user,/v1/users/6217eb36e81f58ddd0b52ede,6217eb36e81f58ddd0b52ede,user,/v1/users/6217eb36e81f58ddd0b52ede,64386cffd1671aad961c3b00,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,5fedee85dfe5ce001a76a36e,queue,/v1/routing/queues/5fedee85dfe5ce001a76a36e,64386cfe75d2415bbea48ff0,conversation,,,,,,,,,,62b0bb809e08d9f129c18bee,team,/v1/teams/62b0bb809e08d9f129c18bee,6437fcf34a80e901d47c992b,work_session,/v1/routing/work-sessions/6437fcf34a80e901d47c992b
50,64386c9368240f836650db25,work_item,voice,2023-04-13T21:05:09.401Z,2023-04-13T20:56:51.844Z,2023-04-13T20:56:52.135Z,False,1,2023-04-13T20:56:51.850Z,False,5,1,2023-04-13T20:56:50.058Z,in,,2077.0,,17,conversation,5,,completed,2023-04-13T21:05:09.401Z,1,/v1/routing/work-items/64386c9368240f836650db25,291460.0,2023-04-13T21:02:09.558Z,64386da1adc861c06814fbaa,291460.0,471303,2023-04-13T21:05:09.401Z,471303,0.0,0.0,2023-04-13T20:57:18.098Z,2023-04-13T20:56:52.135Z,25963.0,25963.0,,64386c92b112ae3816f2b625,2023-04-13T20:56:49.883Z,3,open,,,,,613b78553a911d0019f11d75,user,/v1/users/613b78553a911d0019f11d75,613b78553a911d0019f11d75,user,/v1/users/613b78553a911d0019f11d75,64386c9368240f2e0650db26,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386c92b112ae3816f2b625,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,6036576be5c68800e6df3f37,team,/v1/teams/6036576be5c68800e6df3f37,6437fce1fcdfce1cb6f1cb03,work_session,/v1/routing/work-sessions/6437fce1fcdfce1cb6f1cb03
51,64386d416effc55bed2b9eac,work_item,voice,2023-04-13T21:04:48.040Z,2023-04-13T20:59:45.822Z,2023-04-13T20:59:46.075Z,False,1,2023-04-13T20:59:45.827Z,False,5,1,2023-04-13T20:59:44.653Z,in,,1422.0,,13,conversation,4,,completed,2023-04-13T21:04:48.040Z,1,/v1/routing/work-items/64386d416effc55bed2b9eac,,,,,234772,2023-04-13T21:04:48.040Z,234772,0.0,0.0,2023-04-13T21:00:53.268Z,2023-04-13T20:59:46.075Z,67193.0,67193.0,,64386d400e0d1661e19c1d7c,2023-04-13T20:59:44.445Z,3,open,,,,,6398b85a8a326cd24c80b060,user,/v1/users/6398b85a8a326cd24c80b060,6398b85a8a326cd24c80b060,user,/v1/users/6398b85a8a326cd24c80b060,64386d416effc584842b9ead,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386d400e0d1661e19c1d7c,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,5ffde0fa457cefe8874aa6eb,team,/v1/teams/5ffde0fa457cefe8874aa6eb,6437fce0f7331b6a2b359ca3,work_session,/v1/routing/work-sessions/6437fce0f7331b6a2b359ca3
52,6438619e4b4351b4ffc15161,work_item,voice,2023-04-13T21:04:15.381Z,2023-04-13T20:10:06.110Z,2023-04-13T20:10:06.110Z,False,1,2023-04-13T20:10:06.123Z,False,5,0,2023-04-11T14:11:07.763Z,in,,,,18,conversation,3,,completed,2023-04-13T21:04:15.381Z,2,/v1/routing/work-items/6438619e4b4351b4ffc15161,3231721.0,2023-04-13T21:03:57.831Z,64386e2c40e543bfb6ef7ae9,3231721.0,3249271,2023-04-13T21:04:15.381Z,3249271,,,2023-04-13T20:10:06.110Z,2023-04-13T20:10:06.110Z,,,,64356a7b5f1dbe2ee93658ff,2023-04-13T20:10:04.838Z,3,open,,,,,60ba5a114dc4b500198659a3,user,/v1/users/60ba5a114dc4b500198659a3,60ba5a114dc4b500198659a3,user,/v1/users/60ba5a114dc4b500198659a3,6438619e4b43519920c15162,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64356a7b5f1dbe2ee93658ff,conversation,,,,,,,,,,,,,,,
53,64386c5533ede62a1ee0c2cf,work_item,voice,2023-04-13T21:03:50.811Z,2023-04-13T20:55:49.797Z,2023-04-13T20:55:50.094Z,False,1,2023-04-13T20:55:49.803Z,False,5,1,2023-04-13T20:55:48.398Z,in,,1696.0,,17,conversation,4,,completed,2023-04-13T21:03:50.811Z,1,/v1/routing/work-items/64386c5533ede62a1ee0c2cf,,,,,389755,2023-04-13T21:03:50.811Z,389755,0.0,0.0,2023-04-13T20:57:21.056Z,2023-04-13T20:55:50.094Z,90962.0,90962.0,,64386c54362303341bb99a51,2023-04-13T20:55:48.082Z,3,open,,,,,636e8943a008b4e18d76cf42,user,/v1/users/636e8943a008b4e18d76cf42,636e8943a008b4e18d76cf42,user,/v1/users/636e8943a008b4e18d76cf42,64386c5533ede6120ae0c2d0,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386c54362303341bb99a51,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,5ffde0f73e99b87fcb4dcae6,team,/v1/teams/5ffde0f73e99b87fcb4dcae6,6437fd4eeddb1beff2e56bc8,work_session,/v1/routing/work-sessions/6437fd4eeddb1beff2e56bc8
54,64386b3635f4b3105ce226fa,work_item,voice,2023-04-13T21:03:39.504Z,2023-04-13T20:51:02.321Z,2023-04-13T20:51:02.592Z,False,1,2023-04-13T20:51:02.327Z,False,5,1,2023-04-13T20:51:01.021Z,in,,1571.0,,13,conversation,4,,completed,2023-04-13T21:03:39.504Z,1,/v1/routing/work-items/64386b3635f4b3105ce226fa,,,,,665114,2023-04-13T21:03:39.504Z,665114,0.0,0.0,2023-04-13T20:52:34.390Z,2023-04-13T20:51:02.592Z,91798.0,91798.0,,64386b359b8685305c4e2001,2023-04-13T20:51:00.639Z,3,open,,,,,63bc31f69bdda9555143e4a6,user,/v1/users/63bc31f69bdda9555143e4a6,63bc31f69bdda9555143e4a6,user,/v1/users/63bc31f69bdda9555143e4a6,64386b3635f4b3701ee226fb,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386b359b8685305c4e2001,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,5ffde0fa457cefe8874aa6eb,team,/v1/teams/5ffde0fa457cefe8874aa6eb,643808caeddb1b43d5e63e32,work_session,/v1/routing/work-sessions/643808caeddb1b43d5e63e32
55,6438680333ede624c4e09005,work_item,voice,2023-04-13T21:03:30.092Z,2023-04-13T20:37:23.018Z,2023-04-13T20:37:23.416Z,False,1,2023-04-13T20:37:23.024Z,False,5,1,2023-04-13T20:37:21.688Z,in,,1728.0,,13,conversation,5,,completed,2023-04-13T21:03:30.092Z,1,/v1/routing/work-items/6438680333ede624c4e09005,53669.0,2023-04-13T21:02:26.038Z,9bc7921ea65a470f6b9e0750,53669.0,117723,2023-04-13T21:03:30.092Z,117723,0.0,0.0,2023-04-13T21:01:32.369Z,2023-04-13T20:37:23.416Z,1448953.0,1448953.0,,643868010ff26204052bf7c5,2023-04-13T20:37:21.364Z,3,open,,,,,60ba5a114dc4b500198659a3,user,/v1/users/60ba5a114dc4b500198659a3,60ba5a114dc4b500198659a3,user,/v1/users/60ba5a114dc4b500198659a3,6438680333ede6e0ede09006,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,643868010ff26204052bf7c5,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,,,,,,
56,64386d2935f4b3785be23ead,work_item,email,2023-04-13T21:03:24.469Z,2023-04-13T20:59:21.199Z,,False,1,2023-04-13T20:59:21.214Z,False,1,0,2023-04-13T20:58:49.240Z,out,,,,11,conversation,3,,completed,2023-04-13T21:03:24.469Z,1,/v1/routing/work-items/64386d2935f4b3785be23ead,,,,,243270,2023-04-13T21:03:24.469Z,243270,,,,,,,,64386d099809907dfe0f8a79,,3,open,,,,,,,,,,,64386d2935f4b311b9e23eae,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,,,,64386d099809907dfe0f8a79,conversation,,,,,,,,,,,,,,,
57,64386ccdb2653a309f19721e,work_item,voice,2023-04-13T21:03:24.179Z,2023-04-13T20:57:49.638Z,2023-04-13T20:57:50.054Z,False,1,2023-04-13T20:57:49.644Z,False,5,1,2023-04-13T20:57:48.350Z,in,,1704.0,,15,conversation,4,,completed,2023-04-13T21:03:24.179Z,1,/v1/routing/work-items/64386ccdb2653a309f19721e,,,,,295480,2023-04-13T21:03:24.179Z,295480,0.0,0.0,2023-04-13T20:58:28.699Z,2023-04-13T20:57:50.054Z,38645.0,38645.0,,64386ccc922034c07ddb5b69,2023-04-13T20:57:48.036Z,3,open,,,,,6270083ee1aaba30ee8bff4f,user,/v1/users/6270083ee1aaba30ee8bff4f,6270083ee1aaba30ee8bff4f,user,/v1/users/6270083ee1aaba30ee8bff4f,64386ccdb2653acc2b19721f,work_item_revision,,,,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,603ac6f4bb376400199ae17f,queue,/v1/routing/queues/603ac6f4bb376400199ae17f,64386ccc922034c07ddb5b69,conversation,,,,,,,603ac6a0c21eac001a097fea,queue-rule,/v1/routing/queue-rules/603ac6a0c21eac001a097fea,,,,,,
58,64386c360e0ed4ef6d5c8a66,work_item,chat,2023-04-13T21:02:41.028Z,2023-04-13T20:55:18.559Z,2023-04-13T20:55:18.850Z,False,1,2023-04-13T20:55:19.817Z,False,1,1,2023-04-13T20:55:17.508Z,in,2309.0,1342.0,1593.0,20,conversation,6,,completed,2023-04-13T21:02:41.028Z,1,/v1/routing/work-items/64386c360e0ed4ef6d5c8a66,23374.0,2023-04-13T20:55:43.191Z,64386c409990f661166edad8,23374.0,441211,2023-04-13T21:02:41.028Z,441211,0.0,0.0,2023-04-13T20:55:19.817Z,2023-04-13T20:55:18.850Z,251.0,251.0,2023-04-13T20:55:19.101Z,64386c35bcec94111fd6d645,2023-04-13T20:55:17.483Z,3,open,,,,,61fc098a1056df89e737e56a,user,/v1/users/61fc098a1056df89e737e56a,61fc098a1056df89e737e56a,user,/v1/users/61fc098a1056df89e737e56a,64386c360e0ed427765c8a67,work_item_revision,61fc098a1056df89e737e56a,user,/v1/users/61fc098a1056df89e737e56a,5fedee827daf2cfe1a83e9ce,org,/v1/orgs/5fedee827daf2cfe1a83e9ce,60214d41909957001a2ccfa1,queue,/v1/routing/queues/60214d41909957001a2ccfa1,64386c35bcec94111fd6d645,conversation,61fc098a1056df89e737e56a,user,/v1/users/61fc098a1056df89e737e56a,6437fcbfebfcf7456686191b,work_session,/v1/routing/work-sessions/6437fcbfebfcf7456686191b,60214d5b2819dc001bda0223,queue-rule,/v1/routing/queue-rules/60214d5b2819dc001bda0223,62042f756e39c33c269f724a,team,/v1/teams/62042f756e39c33c269f724a,6437fcbfebfcf7456686191b,work_session,/v1/routing/work-sessions/6437fcbfebfcf7456686191b
